sample-000005 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000005.wav
sample-000008 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000008.wav
sample-000013 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000013.wav
sample-000014 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000014.wav
sample-000019 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000019.wav
sample-000020 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000020.wav
sample-000023 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000023.wav
sample-000026 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000026.wav
sample-000027 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000027.wav
sample-000034 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000034.wav
sample-000036 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000036.wav
sample-000039 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000039.wav
sample-000047 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000047.wav
sample-000049 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000049.wav
sample-000051 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000051.wav
sample-000053 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000053.wav
sample-000054 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000054.wav
sample-000056 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000056.wav
sample-000059 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000059.wav
sample-000065 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000065.wav
sample-000072 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000072.wav
sample-000073 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000073.wav
sample-000077 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000077.wav
sample-000081 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000081.wav
sample-000082 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000082.wav
sample-000088 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000088.wav
sample-000097 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000097.wav
sample-000100 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000100.wav
sample-000115 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000115.wav
sample-000118 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000118.wav
sample-000121 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000121.wav
sample-000132 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000132.wav
sample-000133 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000133.wav
sample-000135 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000135.wav
sample-000140 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000140.wav
sample-000146 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000146.wav
sample-000155 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000155.wav
sample-000159 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000159.wav
sample-000168 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000168.wav
sample-000169 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000169.wav
sample-000175 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000175.wav
sample-000180 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000180.wav
sample-000181 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000181.wav
sample-000184 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000184.wav
sample-000191 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000191.wav
sample-000192 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000192.wav
sample-000194 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000194.wav
sample-000195 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000195.wav
sample-000196 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000196.wav
sample-000197 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000197.wav
sample-000201 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000201.wav
sample-000202 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000202.wav
sample-000204 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000204.wav
sample-000205 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000205.wav
sample-000210 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000210.wav
sample-000213 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000213.wav
sample-000216 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000216.wav
sample-000217 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000217.wav
sample-000221 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000221.wav
sample-000225 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000225.wav
sample-000229 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000229.wav
sample-000235 ~,Mozilla_wav,cv_corpus_v1,cv-valid-train,sample-000235.wav
